Movies	recommendation
Contact (1997) , Shawshank Redemption, The (1994) , Third Man, The (1949) , Twelve Monkeys (1995)	"['American Pie (1999)', ""Schindler's List (1993)"", 'Lord of the Rings: The Two Towers, The (2002)', 'Four Weddings and a Funeral (1994)', 'Clear and Present Danger (1994)', 'Green Mile, The (1999)']"
Postman, The (1997) ,  Wings of the Dove, The (1997) ,  Apostle, The (1997)	['Die Hard: With a Vengeance (1995)', 'Batman Forever (1995)']
Leaving Las Vegas (1995) ,  Ed Wood (1994)	"['Four Weddings and a Funeral (1994)', ""Ocean's Eleven (2001)""]"
Scream (1996) ,  Day the Earth Stood Still, The (1951)	['Outbreak (1995)', 'Interview with the Vampire: The Vampire Chronicles (1994)']
Amistad (1997) , Liar Liar (1997) , Swept from the Sea (1997) , Evita (1996)	['American Pie (1999)', 'Outbreak (1995)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Net, The (1995)', 'Home Alone (1990)']
Willy Wonka and the Chocolate Factory (1971) ,  Nikita (La Femme Nikita) (1990) ,  Scream (1996)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Annie Hall (1977) , Godfather: Part II, The (1974) , Ma vie en rose (My Life in Pink) (1997) , In the Company of Men (1997)	"['Catch Me If You Can (2002)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Godfather, The (1972)', 'Monty Python and the Holy Grail (1975)', 'American Beauty (1999)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""]"
L.A. Confidential (1997) , Lost Highway (1997) , Crash (1996) , Washington Square (1997)	"['Shawshank Redemption, The (1994)', 'Toy Story (1995)', 'Batman Forever (1995)', 'Babe (1995)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Full Metal Jacket (1987)', 'WALL·E (2008)', 'Catch Me If You Can (2002)']"
Fargo (1996) ,  Silence of the Lambs, The (1991)	['Apocalypse Now (1979)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)']
Apt Pupil (1998) , Boogie Nights (1997) , Chasing Amy (1997) , Jackie Brown (1997)	"['Crimson Tide (1995)', 'Beauty and the Beast (1991)', 'Alien (1979)', ""Ocean's Eleven (2001)"", 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Harry Potter and the Chamber of Secrets (2002)', 'Up (2009)', 'Clear and Present Danger (1994)']"
Toy Story (1995) ,  Psycho (1960) ,  Silence of the Lambs, The (1991)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Monty Python and the Holy Grail (1974) ,  Local Hero (1983)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Toy Story (1995) , Men in Black (1997) , Godfather, The (1972) , Absolute Power (1997)	"[""Schindler's List (1993)"", 'Godfather: Part II, The (1974)', 'Inception (2010)', 'Lion King, The (1994)', 'Incredibles, The (2004)', 'Finding Nemo (2003)']"
Top Gun (1986) ,  Titanic (1997)	['Trainspotting (1996)', 'Braveheart (1995)']
Good Will Hunting (1997) , Apt Pupil (1998) , In & Out (1997) , Evita (1996)	"['Beauty and the Beast (1991)', ""One Flew Over the Cuckoo's Nest (1975)"", 'GoldenEye (1995)', 'Outbreak (1995)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Catch Me If You Can (2002)', 'Harry Potter and the Chamber of Secrets (2002)', 'Home Alone (1990)']"
Ghost and the Darkness, The (1996) , Rock, The (1996) , Braveheart (1995) , Dragonheart (1996)	"['Batman Forever (1995)', 'Shrek (2001)', ""Ocean's Eleven (2001)"", 'Independence Day (a.k.a. ID4) (1996)', 'Batman Begins (2005)', 'Bourne Identity, The (2002)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Star Trek: Generations (1994)']"
Time to Kill, A (1996) , Mission: Impossible (1996) , Ransom (1996) , Courage Under Fire (1996)	['American Pie (1999)', 'Crimson Tide (1995)', 'Cliffhanger (1993)', 'Beautiful Mind, A (2001)', 'Fugitive, The (1993)', 'Kill Bill: Vol. 2 (2004)', 'Twister (1996)', 'Dark Knight, The (2008)']
Big Night (1996) ,  Everyone Says I Love You (1996)	['Up (2009)', 'Dark Knight, The (2008)']
Three Colors: Red (1994) , Full Monty, The (1997) , L.A. Confidential (1997) , Manchurian Candidate, The (1962)	"['Babe (1995)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Apocalypse Now (1979)', 'Catch Me If You Can (2002)', 'Harry Potter and the Chamber of Secrets (2002)', 'Departed, The (2006)']"
Contact (1997) , Godfather, The (1972) , Fargo (1996) , Postino, Il (1994)	"['American Pie (1999)', ""Schindler's List (1993)"", 'Godfather: Part II, The (1974)', 'Apocalypse Now (1979)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Clear and Present Danger (1994)']"
Pretty Woman (1990) , Dante's Peak (1997) , Star Trek: First Contact (1996) , Rock, The (1996)	['Clueless (1995)', 'Shining, The (1980)', 'Men in Black (a.k.a. MIB) (1997)', 'Independence Day (a.k.a. ID4) (1996)', 'Harry Potter and the Chamber of Secrets (2002)', 'Up (2009)', 'Clear and Present Danger (1994)', 'Star Trek: Generations (1994)']
Four Weddings and a Funeral (1994) ,  Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)	['Clerks (1994)', 'Batman Begins (2005)']
Toy Story (1995) , Persuasion (1995) , Return of the Pink Panther, The (1974) , How to Make an American Quilt (1995)	['Kill Bill: Vol. 2 (2004)', 'Shining, The (1980)', 'Incredibles, The (2004)', 'Heat (1995)', 'Net, The (1995)', 'Finding Nemo (2003)']
Trainspotting (1996) ,  Primal Fear (1996)	['Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Departed, The (2006)']
High Noon (1952) , This Is Spinal Tap (1984) , Birds, The (1963) , Full Monty, The (1997)	['Mask, The (1994)', 'Godfather: Part II, The (1974)', 'Harry Potter and the Chamber of Secrets (2002)', 'Blade Runner (1982)', 'Apocalypse Now (1979)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Godfather, The (1972)', 'Green Mile, The (1999)']
Toy Story (1995) ,  Amadeus (1984)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Titanic (1997) ,  Forrest Gump (1994) ,  Star Wars (1977)	['Dances with Wolves (1990)', 'Star Trek: Generations (1994)']
Toy Story (1995) , Lawrence of Arabia (1962) , Notorious (1946) , North by Northwest (1959)	"['Stargate (1994)', 'Shining, The (1980)', 'Incredibles, The (2004)', 'WALL·E (2008)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', ""Ferris Bueller's Day Off (1986)"", 'Net, The (1995)', 'Finding Nemo (2003)']"
Mr. Holland's Opus (1995) ,  Jeffrey (1995)	['Star Wars: Episode I - The Phantom Menace (1999)', 'Forrest Gump (1994)']
Annie Hall (1977) , Clerks (1994) , Silence of the Lambs, The (1991) , Jaws (1975)	"['E.T. the Extra-Terrestrial (1982)', 'Four Weddings and a Funeral (1994)', ""Ocean's Eleven (2001)"", 'Memento (2000)', 'Monty Python and the Holy Grail (1975)', 'Aliens (1986)', 'American Beauty (1999)']"
Titanic (1997) , Beautician and the Beast, The (1997) , Men in Black (1997) , Face/Off (1997)	['Speed (1994)', 'Mask, The (1994)', 'Dances with Wolves (1990)', 'Sleepless in Seattle (1993)', 'Star Trek: Generations (1994)']
Titanic (1997) ,  Graduate, The (1967)	['Dances with Wolves (1990)', 'Star Trek: Generations (1994)']
Shall We Dance? (1996) ,  Wings of the Dove, The (1997) ,  Sense and Sensibility (1995)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Good Will Hunting (1997) ,  Dances with Wolves (1990)	['GoldenEye (1995)', 'Catch Me If You Can (2002)']
Exotica (1994) ,  Vanya on 42nd Street (1994)	['Godfather, The (1972)', 'Incredibles, The (2004)']
Toy Story (1995) ,  Birdcage, The (1996) ,  Age of Innocence, The (1993)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Ulee's Gold (1997) ,  English Patient, The (1996) ,  Soul Food (1997)	['Godfather, The (1972)', 'Sixth Sense, The (1999)']
Dragonheart (1996) , Independence Day (ID4) (1996) , Star Trek: First Contact (1996) , Toy Story (1995)	['Men in Black (a.k.a. MIB) (1997)', 'Incredibles, The (2004)', 'Shrek (2001)', 'Up (2009)', 'Bourne Identity, The (2002)', 'Finding Nemo (2003)']
North by Northwest (1959) ,  Graduate, The (1967)	"[""Ferris Bueller's Day Off (1986)"", 'Net, The (1995)']"
Schindler's List (1993) ,  Great Escape, The (1963)	['Godfather, The (1972)', 'Saving Private Ryan (1998)']
Microcosmos: Le peuple de l'herbe (1996) ,  Amateur (1994)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Monty Python and the Holy Grail (1974) , Saint, The (1997) , Wrong Trousers, The (1993) , Abyss, The (1989)	['Jumanji (1995)', 'Bourne Identity, The (2002)', 'Sleepless in Seattle (1993)', 'Outbreak (1995)']
2001: A Space Odyssey (1968) ,  Star Trek IV: The Voyage Home (1986) ,  Man Without a Face, The (1993)	['Clockwork Orange, A (1971)', 'Taxi Driver (1976)']
Toy Story (1995) , Muriel's Wedding (1994) , Psycho (1960) , Blues Brothers, The (1980)	"[""One Flew Over the Cuckoo's Nest (1975)"", 'Outbreak (1995)', 'Incredibles, The (2004)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Departed, The (2006)', 'Up (2009)', 'Finding Nemo (2003)']"
Empire Strikes Back, The (1980) ,  Romy and Michele's High School Reunion (1997) ,  Face/Off (1997)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Trainspotting (1996) ,  Godfather: Part II, The (1974)	['Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Departed, The (2006)']
L.A. Confidential (1997) , Titanic (1997) , Air Force One (1997) , Rosewood (1997)	"[""One Flew Over the Cuckoo's Nest (1975)"", 'Star Trek: Generations (1994)', 'Dances with Wolves (1990)', 'Fargo (1996)', 'Waterworld (1995)', 'Catch Me If You Can (2002)', 'Net, The (1995)', 'Green Mile, The (1999)']"
Mrs. Dalloway (1997) , Piano, The (1993) , Looking for Richard (1996) , Henry V (1989)	['Truman Show, The (1998)', 'Pulp Fiction (1994)', 'Apocalypse Now (1979)', 'Full Metal Jacket (1987)', 'WALL·E (2008)', 'Batman Begins (2005)', 'Memento (2000)', 'Clear and Present Danger (1994)']
Cold Comfort Farm (1995) , Antonia's Line (1995) , Fargo (1996) , Brassed Off (1996)	"['Apocalypse Now (1979)', 'Incredibles, The (2004)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Heat (1995)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"", 'Star Trek: Generations (1994)']"
Fish Called Wanda, A (1988) ,  Monty Python and the Holy Grail (1974)	['Inception (2010)', 'Firm, The (1993)']
Brassed Off (1996) , Tin Drum, The (Blechtrommel, Die) (1979) , Three Colors: Red (1994) , Three Colors: Blue (1993)	['Heat (1995)', 'Dumb & Dumber (Dumb and Dumber) (1994)', 'GoldenEye (1995)', 'Star Trek: Generations (1994)']
Butch Cassidy and the Sundance Kid (1969) ,  Philadelphia Story, The (1940) ,  Big Night (1996)	['American Pie (1999)', 'WALL·E (2008)']
Amadeus (1984) ,  Manchurian Candidate, The (1962)	"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]"
Toy Story (1995) ,  Forrest Gump (1994) ,  Room with a View, A (1986)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Fargo (1996) , Contact (1997) , Lone Star (1996) , Spitfire Grill, The (1996)	['American Pie (1999)', 'Star Wars: Episode I - The Phantom Menace (1999)', 'Outbreak (1995)', 'Apocalypse Now (1979)', 'Incredibles, The (2004)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Princess Bride, The (1987)', 'Clear and Present Danger (1994)']
Before Sunrise (1995) , One Flew Over the Cuckoo's Nest (1975) , Shall We Dance? (1996) , Bridge on the River Kwai, The (1957)	['Clockwork Orange, A (1971)', 'Reservoir Dogs (1992)', 'Fugitive, The (1993)', 'Catch Me If You Can (2002)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Heat (1995)']
Secret of Roan Inish, The (1994) ,  Antonia's Line (1995)	['Godfather, The (1972)', 'Departed, The (2006)']
Nikita (La Femme Nikita) (1990) , Silence of the Lambs, The (1991) , Full Monty, The (1997) , Sense and Sensibility (1995)	"['Apocalypse Now (1979)', ""Ocean's Eleven (2001)"", 'Harry Potter and the Chamber of Secrets (2002)', 'Memento (2000)', 'Aliens (1986)', 'Eternal Sunshine of the Spotless Mind (2004)']"
Toy Story (1995) ,  Cinderella (1950)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Toy Story (1995) , Mars Attacks! (1996) , My Best Friend's Wedding (1997) , Fargo (1996)	['Truman Show, The (1998)', 'Batman Forever (1995)', 'Apocalypse Now (1979)', 'Incredibles, The (2004)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Finding Nemo (2003)']
Men in Black (1997) ,  Postino, Il (1994)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Heathers (1989) ,  Field of Dreams (1989) ,  Wallace & Gromit: The Best of Aardman Animation (1996)	['Lord of the Rings: The Two Towers, The (2002)', 'Terminator, The (1984)']
Toy Story (1995) , Titanic (1997) , Shining, The (1980) , Kull the Conqueror (1997)	['Dances with Wolves (1990)', 'Jumanji (1995)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'True Lies (1994)', 'Incredibles, The (2004)', 'Waterworld (1995)', 'Finding Nemo (2003)', 'Star Trek: Generations (1994)']
Full Monty, The (1997) , Boot, Das (1981) , L.A. Confidential (1997) , Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	"[""One Flew Over the Cuckoo's Nest (1975)"", 'Apocalypse Now (1979)', 'Catch Me If You Can (2002)', 'Harry Potter and the Chamber of Secrets (2002)']"
Secrets & Lies (1996) , Fargo (1996) , Return of the Jedi (1983) , Lost World: Jurassic Park, The (1997)	"['GoldenEye (1995)', 'Apocalypse Now (1979)', 'Lord of the Rings: The Return of the King, The (2003)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"", 'Star Trek: Generations (1994)']"
Air Force One (1997) ,  English Patient, The (1996)	['Net, The (1995)', 'Green Mile, The (1999)']
Life Less Ordinary, A (1997) ,  Ma vie en rose (My Life in Pink) (1997)	['Goodfellas (1990)', 'Catch Me If You Can (2002)']
Love! Valour! Compassion! (1997) ,  Mars Attacks! (1996)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Scream (1996) , I Know What You Did Last Summer (1997) , Starship Troopers (1997) , Alien: Resurrection (1997)	"['Mission: Impossible (1996)', 'GoldenEye (1995)', 'Outbreak (1995)', ""Ocean's Eleven (2001)"", 'Waterworld (1995)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Heat (1995)']"
Toy Story (1995) ,  Chinatown (1974)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Lion King, The (1994) , Sound of Music, The (1965) , Home for the Holidays (1995) , Jurassic Park (1993)	['Rock, The (1996)', 'Beautiful Mind, A (2001)', 'Four Weddings and a Funeral (1994)', 'Aladdin (1992)', 'Outbreak (1995)', 'Catch Me If You Can (2002)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Ghostbusters (a.k.a. Ghost Busters) (1984)']
Time to Kill, A (1996) ,  Godfather, The (1972)	['Cliffhanger (1993)', 'Kill Bill: Vol. 2 (2004)']
Pulp Fiction (1994) , Trainspotting (1996) , Dazed and Confused (1993) , Jackie Brown (1997)	"['Kill Bill: Vol. 1 (2003)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Clear and Present Danger (1994)', ""Ocean's Eleven (2001)"", 'Departed, The (2006)', 'Fight Club (1999)', 'Good Will Hunting (1997)']"
Lone Star (1996) , Richard III (1995) , Treasure of the Sierra Madre, The (1948) , East of Eden (1955)	['Beautiful Mind, A (2001)', 'Outbreak (1995)', 'Kill Bill: Vol. 2 (2004)', 'Incredibles, The (2004)', 'Up (2009)', 'Heat (1995)', 'Monsters, Inc. (2001)', 'Dark Knight, The (2008)']
Raising Arizona (1987) , Fargo (1996) , Star Wars (1977) , Sound of Music, The (1965)	['Rock, The (1996)', 'Four Weddings and a Funeral (1994)', 'Apocalypse Now (1979)', 'WALL·E (2008)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Departed, The (2006)']
Braveheart (1995) ,  Bronx Tale, A (1993)	"[""Ocean's Eleven (2001)"", 'Batman Begins (2005)']"
Titanic (1997) ,  In & Out (1997) ,  Postman, The (1997)	['Dances with Wolves (1990)', 'Star Trek: Generations (1994)']
Boot, Das (1981) , Great Escape, The (1963) , Bridge on the River Kwai, The (1957) , Mr. Holland's Opus (1995)	"[""Schindler's List (1993)"", 'Star Wars: Episode I - The Phantom Menace (1999)', 'Babe (1995)', 'Forrest Gump (1994)', 'Fugitive, The (1993)', 'Catch Me If You Can (2002)']"
Princess Bride, The (1987) ,  Clear and Present Danger (1994)	['Truman Show, The (1998)', 'Finding Nemo (2003)']
Firm, The (1993) ,  E.T. the Extra-Terrestrial (1982) ,  Man Without a Face, The (1993)	['Inception (2010)', 'Beautiful Mind, A (2001)']
Cold Comfort Farm (1995) ,  Postino, Il (1994)	"['Incredibles, The (2004)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""]"
Patton (1970) , Stand by Me (1986) , My Left Foot (1989) , Lawrence of Arabia (1962)	['Beautiful Mind, A (2001)', 'Aladdin (1992)', 'Breakfast Club, The (1985)', 'Jumanji (1995)', 'Lion King, The (1994)', 'WALL·E (2008)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)']
Toy Story (1995) , Godfather, The (1972) , Butch Cassidy and the Sundance Kid (1969) , Fantasia (1940)	"['American Pie (1999)', ""Schindler's List (1993)"", 'Godfather: Part II, The (1974)', 'Four Weddings and a Funeral (1994)', 'Apocalypse Now (1979)', 'Incredibles, The (2004)', 'WALL·E (2008)', 'Finding Nemo (2003)']"
Omen, The (1976) , Fargo (1996) , Wes Craven's New Nightmare (1994) , Body Snatchers (1993)	['Apocalypse Now (1979)', 'Sleepless in Seattle (1993)', 'Men in Black (a.k.a. MIB) (1997)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Finding Nemo (2003)']
Wag the Dog (1997) ,  Conspiracy Theory (1997) ,  Air Force One (1997)	['Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Finding Nemo (2003)']
Graduate, The (1967) ,  Magnificent Seven, The (1954)	"[""Ferris Bueller's Day Off (1986)"", 'Aladdin (1992)']"
Paradise Lost: The Child Murders at Robin Hood Hills (1996) ,  Freeway (1996)	['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']
Carrie (1976) ,  Blues Brothers, The (1980)	['Full Metal Jacket (1987)', 'Outbreak (1995)']
Pretty Woman (1990) ,  Apt Pupil (1998)	['Clueless (1995)', 'Harry Potter and the Chamber of Secrets (2002)']
Toy Story (1995) ,  Nightmare Before Christmas, The (1993)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Scream (1996) , Empire Strikes Back, The (1980) , Net, The (1995) , Indiana Jones and the Last Crusade (1989)	['Indiana Jones and the Temple of Doom (1984)', 'Firm, The (1993)', 'Outbreak (1995)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']
Glory (1989) ,  Persuasion (1995) ,  What's Eating Gilbert Grape (1993)	['Memento (2000)', 'Net, The (1995)']
Toy Story (1995) ,  Psycho (1960)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Searching for Bobby Fischer (1993) , Rudy (1993) , Shawshank Redemption, The (1994) , Henry V (1989)	"[""Schindler's List (1993)"", 'Lord of the Rings: The Two Towers, The (2002)', 'Four Weddings and a Funeral (1994)', 'Incredibles, The (2004)', 'WALL·E (2008)', 'Clear and Present Danger (1994)', 'Monsters, Inc. (2001)', 'Terminator, The (1984)']"
Toy Story (1995) ,  Phenomenon (1996)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Deconstructing Harry (1997) , L.A. Confidential (1997) , Full Monty, The (1997) , Sweet Hereafter, The (1997)	"['Ace Ventura: Pet Detective (1994)', 'Inception (2010)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Apocalypse Now (1979)', 'Catch Me If You Can (2002)', 'Harry Potter and the Chamber of Secrets (2002)', 'Sixth Sense, The (1999)', 'Dark Knight, The (2008)']"
Sunset Blvd. (1950) , Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963) , Crying Game, The (1992) , 39 Steps, The (1935)	"['Shining, The (1980)', 'Sleepless in Seattle (1993)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Outbreak (1995)']"
L.A. Confidential (1997) ,  In the Company of Men (1997)	"[""One Flew Over the Cuckoo's Nest (1975)"", 'Catch Me If You Can (2002)']"
Big Lebowski, The (1998) ,  Chasing Amy (1997)	['Full Metal Jacket (1987)', 'Groundhog Day (1993)']
Sophie's Choice (1982) ,  Lawrence of Arabia (1962)	['Up (2009)', 'Fifth Element, The (1997)']
L.A. Confidential (1997) , English Patient, The (1996) , Eve's Bayou (1997) , Wings of the Dove, The (1997)	"['Willy Wonka & the Chocolate Factory (1971)', 'Ace Ventura: Pet Detective (1994)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Apocalypse Now (1979)', 'Catch Me If You Can (2002)', 'Monty Python and the Holy Grail (1975)']"
Highlander (1986) ,  Clear and Present Danger (1994)	['Taxi Driver (1976)', 'Green Mile, The (1999)']
Gone with the Wind (1939) , Lawrence of Arabia (1962) , Mother (1996) , Pulp Fiction (1994)	['Kill Bill: Vol. 1 (2003)', 'Clueless (1995)', 'WALL·E (2008)', 'Mrs. Doubtfire (1993)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Fight Club (1999)', 'American Beauty (1999)', 'Dark Knight, The (2008)']
Chasing Amy (1997) , Game, The (1997) , Cop Land (1997) , Full Monty, The (1997)	"['Crimson Tide (1995)', 'American History X (1998)', 'Apocalypse Now (1979)', 'Full Metal Jacket (1987)', 'Jumanji (1995)', 'Up (2009)', 'Harry Potter and the Chamber of Secrets (2002)', ""Ferris Bueller's Day Off (1986)""]"
Raising Arizona (1987) ,  Schindler's List (1993)	['WALL·E (2008)', 'Departed, The (2006)']
Crash (1996) ,  Scream (1996)	['Babe (1995)', 'WALL·E (2008)']
Toy Story (1995) , Duck Soup (1933) , Sleepers (1996) , Bridge on the River Kwai, The (1957)	['Braveheart (1995)', 'Fugitive, The (1993)', 'Incredibles, The (2004)', 'Catch Me If You Can (2002)', 'Harry Potter and the Chamber of Secrets (2002)', 'Groundhog Day (1993)', 'Net, The (1995)', 'Finding Nemo (2003)']
English Patient, The (1996) ,  High Noon (1952)	['Ace Ventura: Pet Detective (1994)', 'Apocalypse Now (1979)']
Juror, The (1996) , City Hall (1996) , Looking for Richard (1996) , Diabolique (1996)	"['Die Hard (1988)', 'Gladiator (2000)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Breakfast Club, The (1985)', 'Pulp Fiction (1994)', 'Apocalypse Now (1979)', ""Ferris Bueller's Day Off (1986)"", 'Aliens (1986)']"
Full Monty, The (1997) ,  Cold Comfort Farm (1995)	['Apocalypse Now (1979)', 'Harry Potter and the Chamber of Secrets (2002)']
Taxi Driver (1976) , 2001: A Space Odyssey (1968) , Godfather, The (1972) , Fantasia (1940)	"[""Schindler's List (1993)"", 'Clockwork Orange, A (1971)', 'Taxi Driver (1976)', 'Godfather: Part II, The (1974)', '2001: A Space Odyssey (1968)', 'Four Weddings and a Funeral (1994)', 'Apocalypse Now (1979)', 'Departed, The (2006)']"
Ice Storm, The (1997) ,  Dazed and Confused (1993)	['Up (2009)', 'Outbreak (1995)']
Empire Strikes Back, The (1980) ,  Return of the Jedi (1983)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Toy Story (1995) , Bean (1997) , Liar Liar (1997) , Independence Day (ID4) (1996)	['American Pie (1999)', 'Truman Show, The (1998)', 'Crimson Tide (1995)', 'Incredibles, The (2004)', 'Net, The (1995)', 'Finding Nemo (2003)']
Bound (1996) , Heavy Metal (1981) , Ghost in the Shell (Kokaku kidotai) (1995) , Chasing Amy (1997)	['Up (2009)', 'Crimson Tide (1995)', 'Dark Knight, The (2008)', 'Finding Nemo (2003)']
Toy Story (1995) , Ransom (1996) , Benny & Joon (1993) , Saint, The (1997)	['Crimson Tide (1995)', 'Jumanji (1995)', 'Sleepless in Seattle (1993)', 'Twister (1996)', 'Incredibles, The (2004)', 'Monsters, Inc. (2001)', 'Finding Nemo (2003)']
Lawrence of Arabia (1962) , 2001: A Space Odyssey (1968) , Aliens (1986) , Casablanca (1942)	"['Clockwork Orange, A (1971)', 'Taxi Driver (1976)', 'Crimson Tide (1995)', 'Alien (1979)', 'WALL·E (2008)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', ""Ferris Bueller's Day Off (1986)"", 'Dark Knight, The (2008)']"
E.T. the Extra-Terrestrial (1982) , Clockwork Orange, A (1971) , Ransom (1996) , Raising Arizona (1987)	"['Willy Wonka & the Chocolate Factory (1971)', 'Crimson Tide (1995)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Twister (1996)', 'WALL·E (2008)', 'Departed, The (2006)', 'Monty Python and the Holy Grail (1975)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]"
Toy Story (1995) ,  Star Wars (1977)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
